Education,customer_id,AGE,marital,JOB
secondary,114199,59,divorced,admin.
secondary,114202,49,married,blue-collar
secondary,114206,56,married,technician
tertiary,114212,33,married,self-employed
secondary,114214,42,married,admin.
secondary,114215,34,married,blue-collar
primary,114219,35,single,services
tertiary,114233,35,single,management
tertiary,114235,44,married,technician
secondary,114242,35,single,admin.
tertiary,114246,38,single,technician
secondary,114250,60,divorced,retired
tertiary,114251,60,married,management
tertiary,114254,29,single,management
secondary,114256,55,divorced,management
primary,114257,39,married,blue-collar
unknown,114261,33,single,management
primary,114280,55,divorced,blue-collar
secondary,114289,40,married,blue-collar
secondary,114292,49,married,technician
unknown,114299,36,married,technician
unknown,114300,45,married,blue-collar
secondary,114304,44,married,ADMINISTRATION
secondary,114316,30,married,services
secondary,114318,47,married,technician
secondary,114322,35,married,admin.
unknown,114323,53,divorced,admin.
tertiary,114329,37,married,management
primary,114347,45,married,services
secondary,114350,32,divorced,admin.
secondary,114357,31,married,services
tertiary,114359,35,married,entrepreneur
secondary,114370,55,divorced,technician
secondary,114385,40,married,blue-collar
secondary,114398,35,married,entrepreneur
tertiary,114420,43,married,management
tertiary,114442,50,married,management
primary,114446,37,married,housemaid
secondary,114447,32,married,technician
primary,114453,53,divorced,retired
SECONDARY,114454,38,married,technician
secondary,114455,54,married,services
tertiary,114465,34,married,entrepreneur
secondary,114484,30,single,blue-collar
secondary,114485,50,married,technician
secondary,114489,45,married,technician
tertiary,114499,43,married,admin.
secondary,114500,52,divorced,technician
secondary,114511,41,divorced,services
secondary,114512,30,single,blue-collar
primary,114514,43,married,technician
secondary,114517,47,married,technician
primary,114520,54,divorced,retired
secondary,114522,37,married,technician
SECONDARY,114524,44,divorced,admin.
secondary,114528,33,single,admin.
secondary,114533,40,divorced,services
tertiary,114534,40,married,management
primary,114538,35,married,housemaid
secondary,114543,50,married,technician
secondary,114548,28,divorced,management
secondary,114549,53,married,blue-collar
secondary,114551,51,divorced,services
SECONDARY,114557,31,married,technician
primary,114570,36,married,blue-collar
primary,114574,36,single,management
primary,114577,59,married,blue-collar
primary,114578,36,married,blue-collar
SECONDARY,114579,31,married,admin.
secondary,114581,46,married,blue-collar
tertiary,114585,39,married,technician
secondary,114587,43,married,self-employed
tertiary,114589,33,married,technician
secondary,114592,27,divorced,admin.
secondary,114596,38,married,admin.
secondary,114597,27,divorced,blue-collar
SECONDARY,114599,35,divorced,technician
tertiary,114602,44,married,management
secondary,114603,35,married,services
secondary,114607,28,married,admin.
secondary,114616,34,married,services
tertiary,114620,59,married,management
tertiary,114621,30,single,management
secondary,114630,42,married,blue-collar
secondary,114632,59,married,retired
secondary,114633,32,married,services
secondary,114641,34,married,services
SECONDARY,114643,52,married,entrepreneur
secondary,114644,43,married,entrepreneur
secondary,114647,53,divorced,management
secondary,114648,34,married,housemaid
tertiary,114657,37,single,management
secondary,114661,45,married,admin.
SECONDARY,114663,25,single,services
tertiary,114670,58,married,management
tertiary,114675,42,married,management
secondary,114677,51,married,retired
primary,114692,30,married,entrepreneur
primary,114701,53,married,blue-collar
tertiary,114705,42,married,management
tertiary,114709,36,single,management
primary,114720,34,single,blue-collar
primary,114721,47,married,housemaid
secondary,114735,34,married,technician
primary,114739,45,divorced,blue-collar
secondary,114744,51,divorced,services
secondary,114746,60,married,retired
tertiary,114749,32,divorced,management
secondary,114750,51,married,entrepreneur
secondary,114757,36,married,blue-collar
tertiary,114768,37,divorced,management
secondary,114773,44,married,entrepreneur
primary,114774,32,divorced,blue-collar
tertiary,114776,40,married,management
secondary,114780,31,married,blue-collar
secondary,114782,53,divorced,technician
primary,114783,30,single,blue-collar
primary,114786,41,divorced,blue-collar
secondary,114788,42,married,services
secondary,114790,32,married,admin.
primary,114792,55,married,retired
secondary,114799,36,divorced,services
secondary,114800,39,married,admin.
tertiary,114811,35,single,admin.
secondary,114825,46,divorced,entrepreneur
tertiary,114827,29,single,student
secondary,114829,25,married,blue-collar
tertiary,114831,39,married,management
secondary,114838,52,married,services
tertiary,114844,27,married,entrepreneur
secondary,114845,35,single,blue-collar
SECONDARY,114860,32,single,technician
tertiary,114861,28,single,management
tertiary,114869,38,married,management
secondary,114875,33,married,services
secondary,114876,52,married,services
tertiary,114879,41,married,entrepreneur
primary,114882,35,married,blue-collar
secondary,114885,34,single,blue-collar
secondary,114887,54,divorced,retired
secondary,114890,45,single,blue-collar
unknown,114898,29,single,blue-collar
secondary,114904,37,divorced,technician
primary,114909,46,married,blue-collar
primary,114911,60,married,admin.
tertiary,114918,27,single,management
secondary,114921,26,single,technician
tertiary,114923,36,married,management
tertiary,114925,58,married,management
primary,114930,44,married,blue-collar
tertiary,114933,,married,blue-collar
secondary,114936,26,single,self-employed
secondary,114942,30,married,technician
secondary,114949,36,married,blue-collar
tertiary,114954,31,divorced,unemployed
tertiary,114966,31,single,technician
tertiary,114967,48,divorced,self-employed
primary,114972,56,married,blue-collar
tertiary,114982,34,married,management
secondary,114983,29,married,blue-collar
secondary,114990,27,DIVORCED,admin.
secondary,115003,43,married,blue-collar
SECONDARY,115006,32,married,blue-collar
secondary,115009,30,single,admin.
secondary,115016,53,married,retired
secondary,115029,50,married,management
secondary,115033,40,married,blue-collar
secondary,115039,42,married,services
tertiary,115044,41,married,entrepreneur
SECONDARY,115055,40,married,technician
secondary,115056,36,divorced,blue-collar
primary,115058,37,married,blue-collar
secondary,115059,27,married,student
tertiary,115062,35,married,management
tertiary,115064,55,married,entrepreneur
secondary,115067,32,married,self-employed
secondary,115073,25,single,blue-collar
secondary,115090,36,married,technician
secondary,115097,39,married,self-employed
tertiary,115099,27,married,management
primary,115111,42,married,services
secondary,115117,43,married,entrepreneur
secondary,115118,26,married,blue-collar
secondary,115129,30,married,services
secondary,115139,55,divorced,unemployed
primary,115142,35,married,housemaid
secondary,115147,52,divorced,admin.
secondary,115151,52,married,blue-collar
tertiary,115156,42,single,admin.
tertiary,115157,30,single,management
SECONDARY,115160,42,married,blue-collar
tertiary,115162,38,divorced,management
secondary,115164,33,married,blue-collar
primary,115167,,married,management
primary,115183,57,married,services
secondary,115190,25,single,student
secondary,115193,32,single,blue-collar
secondary,115195,39,married,technician
tertiary,115201,34,married,management
SECONDARY,115209,31,divorced,blue-collar
secondary,115218,26,single,services
tertiary,115221,42,married,management
secondary,115223,32,married,technician
tertiary,115224,50,divorced,technician
tertiary,115225,29,single,technician
unknown,115244,27,single,admin.
secondary,115250,27,single,services
tertiary,115251,34,single,management
secondary,115255,39,married,management
secondary,115264,32,married,services
tertiary,115269,32,married,technician
tertiary,115274,34,married,ADMINISTRATION
secondary,115276,33,divorced,self-employed
primary,115280,51,married,blue-collar
secondary,115281,33,married,admin.
secondary,115285,38,single,blue-collar
secondary,115286,42,married,blue-collar
tertiary,115288,48,DIVORCED,management
secondary,115291,35,married,services
tertiary,115293,30,single,technician
secondary,115298,27,single,entrepreneur
tertiary,115299,29,married,management
primary,115300,42,single,entrepreneur
tertiary,115307,29,married,technician
primary,115313,52,married,housemaid
secondary,115314,41,married,technician
primary,115321,42,divorced,blue-collar
tertiary,115323,31,divorced,management
tertiary,115324,26,single,student
tertiary,115326,40,married,self-employed
secondary,115339,27,married,services
secondary,115341,50,divorced,technician
secondary,115363,34,married,services
secondary,115364,44,single,blue-collar
primary,115370,55,married,housemaid
secondary,115375,34,single,blue-collar
secondary,115387,40,divorced,entrepreneur
tertiary,115388,54,single,technician
primary,115390,46,divorced,housemaid
secondary,115396,51,married,blue-collar
secondary,115410,48,single,technician
tertiary,115412,30,single,management
primary,115413,30,divorced,services
secondary,115419,32,divorced,services
secondary,115421,33,single,services
SECONDARY,115422,56,divorced,technician
secondary,115430,52,married,technician
secondary,115433,28,married,blue-collar
SECONDARY,115435,47,married,admin.
tertiary,115437,36,married,management
secondary,115443,34,single,blue-collar
secondary,115444,33,married,blue-collar
secondary,115449,29,married,blue-collar
secondary,115453,31,married,technician
secondary,115459,30,single,services
unknown,115463,38,married,services
secondary,115467,33,married,blue-collar
tertiary,115471,31,single,management
secondary,115474,30,single,blue-collar
secondary,115482,39,married,admin.
primary,115490,32,married,self-employed
primary,115492,57,married,retired
primary,115493,41,divorced,blue-collar
secondary,115511,36,divorced,housemaid
secondary,115512,39,divorced,blue-collar
secondary,115514,31,single,admin.
secondary,115516,30,divorced,admin.
secondary,115517,27,married,admin.
secondary,115520,48,married,technician
secondary,115531,51,divorced,housemaid
secondary,115532,26,single,admin.
secondary,115539,34,divorced,admin.
tertiary,115541,51,married,management
tertiary,115543,30,married,management
unknown,115544,28,single,admin.
tertiary,115547,32,married,management
secondary,115552,43,married,entrepreneur
tertiary,115554,37,single,management
secondary,115555,30,single,technician
tertiary,115565,33,single,technician
secondary,115576,33,married,management
tertiary,115580,36,married,management
primary,115584,40,married,retired
tertiary,115586,43,single,management
secondary,115593,60,married,technician
secondary,115594,37,single,blue-collar
secondary,115611,28,married,blue-collar
secondary,115613,32,divorced,admin.
